data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40  f41  f42  f43  f44  f45  f46  f47  f48  f49  f50  f51  f52  f53  f54  f55  f56  f57  f58  f59  f60  ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  ;

set POOLS :=  pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10 pl11 pl12 pl13 pl14 pl15 pl16 pl17 pl18 pl19 pl20 pl21 pl22 pl23 pl24 pl25 pl26 pl27 pl28 pl29 pl30 ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10 sp11 sp12 sp13 sp14 sp15 sp16 sp17 sp18 sp19 sp20 ;

param:		capacity	varcost		revenue		:=
f1		36.00		19.00		.
f2		276.00		17.00		.
f3		169.00		31.00		.
f4		40.00		18.00		.
f5		229.00		22.00		.
f6		212.00		44.00		.
f7		117.00		35.00		.
f8		54.00		41.00		.
f9		102.00		14.00		.
f10		58.00		35.00		.
f11		275.00		39.00		.
f12		216.00		25.00		.
f13		253.00		22.00		.
f14		304.00		50.00		.
f15		165.00		46.00		.
f16		143.00		20.00		.
f17		72.00		16.00		.
f18		264.00		48.00		.
f19		298.00		27.00		.
f20		129.00		15.00		.
f21		156.00		20.00		.
f22		154.00		11.00		.
f23		268.00		31.00		.
f24		141.00		36.00		.
f25		17.00		48.00		.
f26		71.00		33.00		.
f27		151.00		45.00		.
f28		72.00		14.00		.
f29		253.00		23.00		.
f30		213.00		32.00		.
f31		195.00		19.00		.
f32		56.00		25.00		.
f33		264.00		20.00		.
f34		247.00		12.00		.
f35		114.00		33.00		.
f36		227.00		30.00		.
f37		207.00		22.00		.
f38		281.00		39.00		.
f39		80.00		26.00		.
f40		282.00		27.00		.
f41		58.00		38.00		.
f42		178.00		12.00		.
f43		25.00		49.00		.
f44		102.00		42.00		.
f45		64.00		22.00		.
f46		133.00		36.00		.
f47		212.00		16.00		.
f48		17.00		49.00		.
f49		247.00		26.00		.
f50		177.00		20.00		.
f51		77.00		23.00		.
f52		120.00		44.00		.
f53		275.00		25.00		.
f54		197.00		27.00		.
f55		260.00		49.00		.
f56		189.00		17.00		.
f57		218.00		49.00		.
f58		16.00		20.00		.
f59		107.00		30.00		.
f60		11.00		22.00		.
pl1		60.00		.		.
pl2		70.00		.		.
pl3		186.00		.		.
pl4		165.00		.		.
pl5		61.00		.		.
pl6		60.00		.		.
pl7		154.00		.		.
pl8		64.00		.		.
pl9		94.00		.		.
pl10		94.00		.		.
pl11		159.00		.		.
pl12		66.00		.		.
pl13		186.00		.		.
pl14		53.00		.		.
pl15		65.00		.		.
pl16		170.00		.		.
pl17		123.00		.		.
pl18		107.00		.		.
pl19		183.00		.		.
pl20		176.00		.		.
pl21		122.00		.		.
pl22		159.00		.		.
pl23		70.00		.		.
pl24		144.00		.		.
pl25		88.00		.		.
pl26		164.00		.		.
pl27		193.00		.		.
pl28		190.00		.		.
pl29		187.00		.		.
pl30		100.00		.		.
B1		297.00		.		41.00
B2		148.00		.		45.00
B3		211.00		.		50.00
B4		140.00		.		49.00
B5		79.00		.		48.00
B6		277.00		.		48.00
B7		79.00		.		40.00
B8		274.00		.		40.00
B9		35.00		.		48.00
B10		142.00		.		50.00
B11		226.00		.		48.00
B12		194.00		.		43.00
B13		206.00		.		46.00
B14		267.00		.		40.00
B15		63.00		.		41.00
B16		19.00		.		46.00
B17		63.00		.		47.00
B18		77.00		.		44.00
B19		186.00		.		47.00
B20		283.00		.		45.00
B21		290.00		.		48.00
B22		261.00		.		46.00
B23		106.00		.		48.00
B24		286.00		.		42.00
B25		83.00		.		42.00
B26		163.00		.		47.00
B27		222.00		.		40.00
B28		127.00		.		49.00
B29		38.00		.		44.00
B30		290.00		.		42.00
B31		176.00		.		41.00
B32		266.00		.		45.00
B33		228.00		.		46.00
B34		266.00		.		40.00
B35		260.00		.		46.00
B36		81.00		.		44.00
B37		263.00		.		45.00
B38		176.00		.		49.00
B39		29.00		.		42.00
B40		14.00		.		41.00		;

