data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         155          34           .           
f2         84           36           .           
f3         171          34           .           
f4         116          33           .           
f5         87           33           .           
f6         37           35           .           
f7         109          31           .           
f8         75           33           .           
f9         119          33           .           
f10        149          35           .           
f11        42           34           .           
f12        42           34           .           
f13        150          33           .           
f14        80           33           .           
f15        79           35           .           
f16        122          35           .           
f17        90           33           .           
f18        28           29           .           
f19        78           30           .           
f20        145          23           .           
f21        167          28           .           
f22        21           35           .           
f23        159          28           .           
f24        17           25           .           
f25        157          30           .           
f26        169          33           .           
f27        135          23           .           
f28        21           34           .           
f29        74           32           .           
f30        169          27           .           
pl1        52           .            .           
pl2        97           .            .           
pl3        95           .            .           
pl4        126          .            .           
pl5        63           .            .           
pl6        62           .            .           
pl7        72           .            .           
pl8        98           .            .           
pl9        53           .            .           
pl10       103          .            .           
pl11       94           .            .           
pl12       132          .            .           
pl13       51           .            .           
pl14       122          .            .           
pl15       50           .            .           
pl16       106          .            .           
pl17       103          .            .           
pl18       79           .            .           
pl19       76           .            .           
pl20       134          .            .           
pl21       96           .            .           
pl22       127          .            .           
B1         169          .            97          
B2         74           .            20          
B3         169          .            72          
B4         182          .            83          
B5         133          .            19          
B6         131          .            92          
B7         214          .            91          
B8         182          .            41          
B9         91           .            39          
B10        168          .            55          
B11        88           .            40          
B12        161          .            84          
B13        170          .            56          
B14        215          .            23          
B15        119          .            37          
B16        188          .            26          
B17        89           .            73          
B18        106          .            57          
B19        109          .            50          
B20        159          .            63          
B21        93           .            67          
B22        179          .            67          
B23        181          .            82          
B24        136          .            42          
B25        130          .            75          
B26        140          .            36          
B27        147          .            16          
B28        114          .            26          
B29        132          .            33          
B30        86           .            69          
B31        215          .            34          
B32        180          .            69          
B33        214          .            87          
B34        100          .            23          
B35        175          .            25           ;

