data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         111          23           .           
f2         37           37           .           
f3         171          15           .           
f4         158          45           .           
f5         87           43           .           
f6         67           48           .           
f7         71           43           .           
f8         34           46           .           
f9         37           42           .           
f10        69           39           .           
f11        68           47           .           
f12        98           36           .           
f13        12           35           .           
f14        88           45           .           
f15        103          40           .           
f16        90           31           .           
f17        97           31           .           
f18        110          38           .           
f19        166          45           .           
f20        103          38           .           
f21        145          38           .           
f22        74           45           .           
f23        90           38           .           
f24        28           49           .           
f25        131          25           .           
f26        101          41           .           
f27        79           34           .           
f28        80           35           .           
f29        34           38           .           
f30        135          45           .           
pl1        69           .            .           
pl2        58           .            .           
pl3        109          .            .           
pl4        69           .            .           
pl5        73           .            .           
pl6        58           .            .           
pl7        77           .            .           
pl8        98           .            .           
pl9        91           .            .           
pl10       65           .            .           
pl11       81           .            .           
pl12       91           .            .           
pl13       56           .            .           
pl14       63           .            .           
pl15       139          .            .           
pl16       94           .            .           
pl17       89           .            .           
pl18       66           .            .           
pl19       96           .            .           
pl20       77           .            .           
pl21       134          .            .           
pl22       130          .            .           
B1         71           .            89          
B2         111          .            38          
B3         86           .            51          
B4         181          .            88          
B5         215          .            70          
B6         186          .            59          
B7         192          .            50          
B8         129          .            64          
B9         146          .            82          
B10        83           .            57          
B11        170          .            39          
B12        83           .            63          
B13        174          .            61          
B14        169          .            89          
B15        124          .            78          
B16        178          .            38          
B17        128          .            27          
B18        83           .            32          
B19        73           .            55          
B20        122          .            73          
B21        132          .            82          
B22        209          .            60          
B23        86           .            88          
B24        84           .            95          
B25        81           .            80          
B26        151          .            49          
B27        87           .            79          
B28        121          .            42          
B29        185          .            26          
B30        198          .            80          
B31        147          .            91          
B32        185          .            95          
B33        90           .            80          
B34        120          .            21          
B35        179          .            31           ;

