data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         143          31           .           
f2         71           35           .           
f3         127          32           .           
f4         141          40           .           
f5         140          38           .           
f6         85           40           .           
f7         42           35           .           
f8         179          28           .           
f9         68           36           .           
f10        113          31           .           
f11        28           32           .           
f12        66           39           .           
f13        101          40           .           
f14        130          37           .           
f15        62           38           .           
f16        127          38           .           
f17        69           44           .           
f18        141          37           .           
f19        87           41           .           
f20        149          27           .           
f21        105          32           .           
f22        68           42           .           
f23        163          33           .           
f24        42           33           .           
f25        82           31           .           
f26        144          19           .           
f27        86           33           .           
f28        34           33           .           
f29        148          39           .           
f30        62           42           .           
f31        169          35           .           
f32        102          45           .           
f33        117          32           .           
f34        172          32           .           
f35        72           40           .           
f36        64           41           .           
f37        152          40           .           
f38        154          29           .           
f39        102          39           .           
f40        103          40           .           
pl1        53           .            .           
pl2        85           .            .           
pl3        100          .            .           
pl4        64           .            .           
pl5        63           .            .           
pl6        67           .            .           
pl7        58           .            .           
pl8        126          .            .           
pl9        84           .            .           
pl10       56           .            .           
pl11       123          .            .           
pl12       139          .            .           
pl13       60           .            .           
pl14       73           .            .           
pl15       54           .            .           
pl16       102          .            .           
pl17       126          .            .           
pl18       51           .            .           
pl19       64           .            .           
pl20       54           .            .           
pl21       54           .            .           
pl22       72           .            .           
pl23       112          .            .           
pl24       91           .            .           
pl25       75           .            .           
pl26       85           .            .           
pl27       85           .            .           
pl28       72           .            .           
pl29       127          .            .           
pl30       92           .            .           
B1         200          .            81          
B2         114          .            23          
B3         121          .            31          
B4         215          .            61          
B5         175          .            70          
B6         213          .            81          
B7         197          .            32          
B8         93           .            64          
B9         179          .            74          
B10        153          .            40          
B11        195          .            17          
B12        85           .            61          
B13        152          .            66          
B14        127          .            38          
B15        114          .            67          
B16        80           .            82          
B17        189          .            88          
B18        145          .            72          
B19        102          .            47          
B20        118          .            95          
B21        83           .            59          
B22        117          .            16          
B23        185          .            55          
B24        151          .            43          
B25        187          .            93          
B26        211          .            38          
B27        127          .            21          
B28        70           .            27          
B29        218          .            42          
B30        141          .            62          
B31        76           .            19          
B32        83           .            48          
B33        179          .            42          
B34        119          .            52          
B35        77           .            45          
