data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45  B46  B47  B48  B49  B50   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10  sp11  sp12  sp13  sp14   ;

param:     capacity     varcost      revenue      :=
f1         132          47           .           
f2         76           48           .           
f3         17           46           .           
f4         34           38           .           
f5         61           43           .           
f6         155          43           .           
f7         28           45           .           
f8         112          45           .           
f9         169          41           .           
f10        42           45           .           
f11        137          45           .           
f12        12           46           .           
f13        37           46           .           
f14        161          47           .           
f15        159          45           .           
f16        139          49           .           
f17        109          45           .           
f18        66           49           .           
f19        89           34           .           
f20        146          41           .           
f21        17           42           .           
f22        130          42           .           
f23        123          27           .           
f24        166          37           .           
f25        175          42           .           
f26        155          46           .           
f27        110          38           .           
f28        127          48           .           
f29        138          37           .           
f30        98           36           .           
f31        169          48           .           
f32        151          23           .           
f33        79           36           .           
f34        101          43           .           
f35        133          38           .           
f36        168          44           .           
f37        12           27           .           
f38        90           35           .           
f39        112          48           .           
f40        154          33           .           
pl1        129          .            .           
pl2        134          .            .           
pl3        119          .            .           
pl4        111          .            .           
pl5        108          .            .           
pl6        72           .            .           
pl7        119          .            .           
pl8        112          .            .           
pl9        138          .            .           
pl10       59           .            .           
pl11       62           .            .           
pl12       74           .            .           
pl13       134          .            .           
pl14       54           .            .           
pl15       92           .            .           
pl16       51           .            .           
pl17       83           .            .           
pl18       101          .            .           
pl19       87           .            .           
pl20       58           .            .           
pl21       124          .            .           
pl22       122          .            .           
pl23       115          .            .           
pl24       117          .            .           
pl25       75           .            .           
pl26       73           .            .           
pl27       139          .            .           
pl28       121          .            .           
pl29       80           .            .           
pl30       108          .            .           
B1         209          .            34          
B2         166          .            89          
B3         197          .            93          
B4         88           .            50          
B5         162          .            66          
B6         80           .            45          
B7         123          .            74          
B8         104          .            54          
B9         97           .            80          
B10        137          .            77          
B11        100          .            86          
B12        209          .            97          
B13        71           .            57          
B14        189          .            43          
B15        155          .            78          
B16        213          .            68          
B17        74           .            94          
B18        85           .            38          
B19        175          .            42          
B20        153          .            46          
B21        181          .            53          
B22        105          .            19          
B23        149          .            53          
B24        153          .            92          
B25        125          .            36          
B26        110          .            61          
B27        130          .            68          
B28        83           .            73          
B29        134          .            86          
B30        128          .            67          
B31        73           .            54          
B32        161          .            69          
B33        214          .            80          
B34        106          .            22          
B35        164          .            60          
B36        156          .            51          
B37        214          .            29          
B38        140          .            93          
B39        163          .            91          
B40        207          .            54          
B41        205          .            49          
B42        135          .            88          
B43        216          .            23          
B44        137          .            98          
B45        106          .            15          
B46        144          .            59          
B47        189          .            84          
B48        214          .            69          
B49        170          .            59          
B50        169          .            65           ;

