data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         37           37           .           
f2         117          38           .           
f3         148          36           .           
f4         130          37           .           
f5         72           37           .           
f6         111          38           .           
f7         42           38           .           
f8         173          36           .           
f9         104          38           .           
f10        114          39           .           
f11        115          37           .           
f12        149          41           .           
f13        158          35           .           
f14        79           7            .           
f15        34           36           .           
f16        141          40           .           
f17        133          40           .           
f18        77           36           .           
f19        87           40           .           
f20        170          30           .           
f21        161          40           .           
f22        149          20           .           
f23        12           18           .           
f24        145          36           .           
f25        63           39           .           
f26        116          29           .           
f27        153          41           .           
f28        119          26           .           
f29        150          2            .           
f30        105          37           .           
pl1        132          .            .           
pl2        57           .            .           
pl3        72           .            .           
pl4        63           .            .           
pl5        79           .            .           
pl6        125          .            .           
pl7        60           .            .           
pl8        53           .            .           
pl9        69           .            .           
pl10       74           .            .           
pl11       125          .            .           
pl12       109          .            .           
pl13       106          .            .           
pl14       56           .            .           
pl15       107          .            .           
pl16       69           .            .           
pl17       130          .            .           
pl18       95           .            .           
pl19       134          .            .           
pl20       104          .            .           
pl21       79           .            .           
pl22       125          .            .           
B1         215          .            22          
B2         88           .            36          
B3         138          .            86          
B4         133          .            35          
B5         112          .            53          
B6         183          .            54          
B7         144          .            38          
B8         197          .            92          
B9         134          .            75          
B10        218          .            30          
B11        101          .            69          
B12        162          .            86          
B13        214          .            60          
B14        188          .            86          
B15        127          .            18          
B16        172          .            62          
B17        208          .            71          
B18        138          .            80          
B19        161          .            79          
B20        219          .            99          
B21        110          .            26          
B22        193          .            41          
B23        99           .            58          
B24        143          .            73          
B25        134          .            47          
B26        76           .            80          
B27        180          .            73          
B28        204          .            25          
B29        82           .            78          
B30        139          .            70          
B31        107          .            42          
B32        177          .            98          
B33        142          .            70          
B34        210          .            65          
B35        133          .            82           ;

