data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         110          35           .           
f2         21           35           .           
f3         21           31           .           
f4         99           36           .           
f5         167          14           .           
f6         116          36           .           
f7         107          31           .           
f8         12           36           .           
f9         70           33           .           
f10        95           36           .           
f11        80           34           .           
f12        83           35           .           
f13        122          31           .           
f14        158          30           .           
f15        99           36           .           
f16        159          35           .           
f17        99           29           .           
f18        128          32           .           
f19        121          33           .           
f20        134          31           .           
f21        116          5            .           
f22        21           26           .           
f23        77           33           .           
f24        66           36           .           
f25        37           34           .           
f26        28           32           .           
f27        71           31           .           
f28        141          32           .           
f29        118          35           .           
f30        107          33           .           
f31        135          33           .           
f32        68           24           .           
f33        37           33           .           
f34        10           33           .           
f35        17           30           .           
f36        42           34           .           
f37        123          36           .           
f38        171          33           .           
f39        117          26           .           
f40        172          30           .           
pl1        55           .            .           
pl2        127          .            .           
pl3        74           .            .           
pl4        107          .            .           
pl5        93           .            .           
pl6        119          .            .           
pl7        128          .            .           
pl8        85           .            .           
pl9        56           .            .           
pl10       56           .            .           
pl11       111          .            .           
pl12       53           .            .           
pl13       63           .            .           
pl14       50           .            .           
pl15       84           .            .           
