data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         151          40           .           
f2         10           41           .           
f3         12           42           .           
f4         94           15           .           
f5         17           43           .           
f6         170          42           .           
f7         134          47           .           
f8         104          43           .           
f9         140          42           .           
f10        130          41           .           
f11        147          41           .           
f12        162          43           .           
f13        37           40           .           
f14        84           22           .           
f15        42           41           .           
f16        94           45           .           
f17        83           47           .           
f18        84           37           .           
f19        117          33           .           
f20        150          40           .           
f21        86           46           .           
f22        10           42           .           
f23        141          40           .           
f24        121          37           .           
f25        171          45           .           
f26        129          42           .           
f27        127          40           .           
f28        34           38           .           
f29        100          37           .           
f30        34           36           .           
pl1        101          .            .           
pl2        136          .            .           
pl3        62           .            .           
pl4        135          .            .           
pl5        104          .            .           
pl6        75           .            .           
pl7        96           .            .           
pl8        55           .            .           
pl9        102          .            .           
pl10       118          .            .           
pl11       135          .            .           
pl12       102          .            .           
pl13       114          .            .           
pl14       66           .            .           
pl15       102          .            .           
pl16       108          .            .           
pl17       53           .            .           
pl18       114          .            .           
pl19       72           .            .           
pl20       85           .            .           
pl21       61           .            .           
pl22       96           .            .           
B1         182          .            73          
B2         70           .            41          
B3         87           .            72          
B4         96           .            64          
B5         84           .            75          
B6         192          .            30          
B7         200          .            66          
B8         133          .            31          
B9         117          .            65          
B10        94           .            50          
B11        135          .            82          
B12        164          .            69          
B13        175          .            76          
B14        70           .            43          
B15        94           .            86          
B16        93           .            52          
B17        104          .            43          
B18        83           .            94          
B19        175          .            38          
B20        153          .            63          
B21        82           .            99          
B22        161          .            17          
B23        134          .            72          
B24        108          .            74          
B25        72           .            37          
B26        150          .            40          
B27        120          .            87          
B28        92           .            47          
B29        132          .            93          
B30        136          .            96          
B31        94           .            49          
B32        72           .            60          
B33        185          .            66          
B34        152          .            64          
B35        167          .            70           ;

