data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40  f41  f42  f43  f44  f45  f46  f47  f48  f49  f50  f51  f52  f53  f54  f55  f56  f57  f58  f59  f60  ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  ;

set POOLS :=  pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10 pl11 pl12 pl13 pl14 pl15 pl16 pl17 pl18 pl19 pl20 pl21 pl22 pl23 pl24 pl25 pl26 pl27 pl28 pl29 pl30 ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10 sp11 sp12 sp13 sp14 sp15 sp16 sp17 sp18 sp19 sp20 ;

param:		capacity	varcost		revenue		:=
f1		16.00		44.00		.
f2		172.00		30.00		.
f3		19.00		15.00		.
f4		56.00		21.00		.
f5		125.00		32.00		.
f6		69.00		33.00		.
f7		158.00		11.00		.
f8		180.00		44.00		.
f9		118.00		36.00		.
f10		53.00		33.00		.
f11		302.00		32.00		.
f12		299.00		44.00		.
f13		151.00		13.00		.
f14		271.00		10.00		.
f15		11.00		32.00		.
f16		276.00		16.00		.
f17		115.00		45.00		.
f18		130.00		28.00		.
f19		197.00		13.00		.
f20		12.00		49.00		.
f21		18.00		34.00		.
f22		53.00		28.00		.
f23		116.00		32.00		.
f24		144.00		47.00		.
f25		215.00		18.00		.
f26		97.00		10.00		.
f27		65.00		38.00		.
f28		68.00		37.00		.
f29		209.00		37.00		.
f30		209.00		31.00		.
f31		94.00		19.00		.
f32		284.00		40.00		.
f33		19.00		24.00		.
f34		81.00		15.00		.
f35		285.00		10.00		.
f36		276.00		14.00		.
f37		264.00		40.00		.
f38		269.00		21.00		.
f39		299.00		46.00		.
f40		104.00		31.00		.
f41		100.00		39.00		.
f42		273.00		48.00		.
f43		87.00		29.00		.
f44		119.00		20.00		.
f45		118.00		24.00		.
f46		5.00		28.00		.
f47		199.00		27.00		.
f48		159.00		40.00		.
f49		140.00		28.00		.
f50		223.00		21.00		.
f51		174.00		10.00		.
f52		270.00		16.00		.
f53		17.00		50.00		.
f54		9.00		11.00		.
f55		142.00		36.00		.
f56		269.00		14.00		.
f57		104.00		16.00		.
f58		197.00		42.00		.
f59		21.00		40.00		.
f60		276.00		43.00		.
pl1		156.00		.		.
pl2		181.00		.		.
pl3		169.00		.		.
pl4		64.00		.		.
pl5		79.00		.		.
pl6		57.00		.		.
pl7		99.00		.		.
pl8		100.00		.		.
pl9		86.00		.		.
pl10		144.00		.		.
pl11		56.00		.		.
pl12		143.00		.		.
pl13		142.00		.		.
pl14		154.00		.		.
pl15		135.00		.		.
pl16		192.00		.		.
pl17		159.00		.		.
pl18		56.00		.		.
pl19		200.00		.		.
pl20		187.00		.		.
pl21		111.00		.		.
pl22		62.00		.		.
pl23		65.00		.		.
pl24		185.00		.		.
pl25		164.00		.		.
pl26		66.00		.		.
pl27		145.00		.		.
pl28		106.00		.		.
pl29		152.00		.		.
pl30		161.00		.		.
B1		61.00		.		48.00
B2		12.00		.		46.00
B3		124.00		.		45.00
B4		136.00		.		42.00
B5		203.00		.		46.00
B6		205.00		.		43.00
B7		3.00		.		42.00
B8		34.00		.		45.00
B9		203.00		.		43.00
B10		209.00		.		40.00
B11		283.00		.		43.00
B12		244.00		.		44.00
B13		281.00		.		42.00
B14		283.00		.		46.00
B15		39.00		.		47.00
B16		289.00		.		47.00
B17		265.00		.		49.00
B18		298.00		.		47.00
B19		68.00		.		41.00
B20		145.00		.		50.00
B21		48.00		.		44.00
B22		35.00		.		50.00
B23		202.00		.		43.00
B24		181.00		.		44.00
B25		211.00		.		50.00
B26		172.00		.		46.00
B27		285.00		.		41.00
B28		108.00		.		42.00
B29		276.00		.		42.00
B30		266.00		.		46.00
B31		204.00		.		43.00
B32		219.00		.		49.00
B33		60.00		.		41.00
B34		259.00		.		41.00
B35		157.00		.		42.00
B36		204.00		.		45.00
B37		11.00		.		41.00
B38		8.00		.		49.00
B39		113.00		.		44.00
B40		72.00		.		49.00		;

