data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45  B46  B47  B48  B49  B50   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10  sp11  sp12  sp13  sp14   ;

param:     capacity     varcost      revenue      :=
f1         113          42           .           
f2         170          35           .           
f3         37           43           .           
f4         159          48           .           
f5         65           43           .           
f6         133          47           .           
f7         146          35           .           
f8         152          41           .           
f9         172          42           .           
f10        128          40           .           
f11        146          44           .           
f12        21           42           .           
f13        72           46           .           
f14        34           22           .           
f15        125          42           .           
f16        70           49           .           
f17        37           34           .           
f18        60           44           .           
f19        34           44           .           
f20        173          38           .           
f21        34           41           .           
f22        115          40           .           
f23        133          37           .           
f24        176          38           .           
f25        37           20           .           
f26        37           46           .           
f27        111          40           .           
f28        28           31           .           
f29        166          45           .           
f30        64           41           .           
f31        169          41           .           
f32        17           41           .           
f33        152          42           .           
f34        128          47           .           
f35        154          40           .           
f36        61           41           .           
f37        163          37           .           
f38        142          40           .           
f39        34           34           .           
f40        140          25           .           
pl1        63           .            .           
pl2        104          .            .           
pl3        121          .            .           
pl4        71           .            .           
pl5        81           .            .           
pl6        106          .            .           
pl7        102          .            .           
pl8        55           .            .           
pl9        107          .            .           
pl10       106          .            .           
pl11       60           .            .           
pl12       51           .            .           
pl13       54           .            .           
pl14       116          .            .           
pl15       66           .            .           
pl16       105          .            .           
pl17       115          .            .           
pl18       57           .            .           
pl19       64           .            .           
pl20       69           .            .           
pl21       102          .            .           
pl22       72           .            .           
pl23       54           .            .           
pl24       117          .            .           
pl25       120          .            .           
pl26       79           .            .           
pl27       105          .            .           
pl28       61           .            .           
pl29       94           .            .           
pl30       128          .            .           
B1         86           .            22          
B2         206          .            80          
B3         154          .            60          
B4         136          .            96          
B5         210          .            75          
B6         75           .            98          
B7         189          .            52          
B8         167          .            98          
B9         93           .            60          
B10        151          .            51          
B11        97           .            31          
B12        151          .            55          
B13        200          .            28          
B14        141          .            15          
B15        90           .            28          
B16        212          .            43          
B17        96           .            20          
B18        119          .            37          
B19        110          .            62          
B20        190          .            61          
B21        139          .            53          
B22        90           .            56          
B23        72           .            50          
B24        73           .            76          
B25        208          .            85          
B26        215          .            25          
B27        105          .            61          
B28        92           .            62          
B29        122          .            77          
B30        202          .            41          
B31        76           .            81          
B32        148          .            51          
B33        198          .            61          
B34        133          .            85          
B35        177          .            89          
B36        88           .            83          
B37        131          .            46          
B38        179          .            34          
B39        158          .            70          
B40        93           .            64          
B41        122          .            98          
B42        108          .            70          
B43        163          .            91          
B44        207          .            69          
B45        216          .            53          
B46        125          .            75          
B47        134          .            73          
B48        211          .            38          
B49        198          .            74          
B50        160          .            42           ;

