data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         105          45           .           
f2         149          31           .           
f3         78           33           .           
f4         145          42           .           
f5         176          45           .           
f6         75           39           .           
f7         122          44           .           
f8         163          45           .           
f9         172          37           .           
f10        152          38           .           
f11        176          33           .           
f12        99           44           .           
f13        63           45           .           
f14        12           39           .           
f15        17           46           .           
f16        65           37           .           
f17        74           36           .           
f18        34           22           .           
f19        96           48           .           
f20        122          44           .           
f21        70           40           .           
f22        145          30           .           
f23        117          43           .           
f24        96           45           .           
f25        175          32           .           
f26        65           41           .           
f27        34           36           .           
f28        144          42           .           
f29        115          45           .           
f30        42           30           .           
f31        12           34           .           
f32        145          32           .           
f33        167          45           .           
f34        61           44           .           
f35        115          39           .           
f36        121          33           .           
f37        93           39           .           
f38        157          28           .           
f39        100          28           .           
f40        168          38           .           
pl1        102          .            .           
pl2        62           .            .           
pl3        105          .            .           
pl4        118          .            .           
pl5        97           .            .           
pl6        51           .            .           
pl7        105          .            .           
pl8        78           .            .           
pl9        93           .            .           
pl10       62           .            .           
pl11       109          .            .           
pl12       125          .            .           
pl13       82           .            .           
pl14       93           .            .           
pl15       101          .            .           
pl16       89           .            .           
pl17       138          .            .           
pl18       139          .            .           
pl19       85           .            .           
pl20       59           .            .           
pl21       91           .            .           
pl22       133          .            .           
pl23       72           .            .           
pl24       66           .            .           
pl25       117          .            .           
pl26       77           .            .           
pl27       68           .            .           
pl28       70           .            .           
pl29       56           .            .           
pl30       109          .            .           
B1         201          .            38          
B2         106          .            52          
B3         73           .            59          
B4         95           .            29          
B5         73           .            77          
B6         85           .            22          
B7         80           .            82          
B8         74           .            75          
B9         80           .            83          
B10        135          .            73          
B11        150          .            48          
B12        104          .            64          
B13        180          .            27          
B14        197          .            84          
B15        182          .            33          
B16        151          .            49          
B17        122          .            71          
B18        77           .            77          
B19        127          .            93          
B20        157          .            60          
B21        77           .            93          
B22        176          .            87          
B23        106          .            94          
B24        140          .            32          
B25        96           .            38          
B26        152          .            46          
B27        132          .            45          
B28        122          .            97          
B29        111          .            99          
B30        202          .            81          
B31        187          .            18          
B32        133          .            86          
B33        101          .            90          
B34        193          .            31          
B35        206          .            47          
B36        139          .            74          
B37        218          .            77          
B38        81           .            54          
B39        149          .            45          
B40        189          .            73          
B41        85           .            46          
B42        112          .            41          
B43        71           .            33          
B44        161          .            62          
B45        148          .            16           ;

