data;

set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8  f9  f10  f11  f12  f13  f14  f15  f16  f17  f18  f19  f20  f21  f22  f23  f24  f25  f26  f27  f28  f29  f30  f31  f32  f33  f34  f35  f36  f37  f38  f39  f40   ;

set BLENDS := B1  B2  B3  B4  B5  B6  B7  B8  B9  B10  B11  B12  B13  B14  B15  B16  B17  B18  B19  B20  B21  B22  B23  B24  B25  B26  B27  B28  B29  B30  B31  B32  B33  B34  B35  B36  B37  B38  B39  B40  B41  B42  B43  B44  B45   ;

set POOLS := pl1  pl2  pl3  pl4  pl5  pl6  pl7  pl8  pl9  pl10  pl11  pl12  pl13  pl14  pl15  pl16  pl17  pl18  pl19  pl20  pl21  pl22  pl23  pl24  pl25  pl26  pl27  pl28  pl29  pl30   ;

set SPECS := sp1  sp2  sp3  sp4  sp5  sp6  sp7  sp8  sp9  sp10   ;

param:     capacity     varcost      revenue      :=
f1         10           46           .           
f2         12           35           .           
f3         21           44           .           
f4         91           48           .           
f5         137          40           .           
f6         62           46           .           
f7         17           43           .           
f8         150          48           .           
f9         81           45           .           
f10        90           47           .           
f11        118          41           .           
f12        121          37           .           
f13        134          43           .           
f14        113          41           .           
f15        124          43           .           
f16        71           41           .           
f17        144          38           .           
f18        121          37           .           
f19        119          46           .           
f20        177          37           .           
f21        72           30           .           
f22        155          34           .           
f23        97           38           .           
f24        37           28           .           
f25        17           53           .           
f26        88           35           .           
f27        74           34           .           
f28        144          44           .           
f29        17           44           .           
f30        70           38           .           
f31        17           42           .           
f32        42           40           .           
f33        37           31           .           
f34        177          44           .           
f35        60           35           .           
f36        129          55           .           
f37        12           35           .           
f38        113          21           .           
f39        101          36           .           
f40        99           43           .           
pl1        123          .            .           
pl2        97           .            .           
pl3        130          .            .           
pl4        62           .            .           
pl5        127          .            .           
pl6        58           .            .           
pl7        83           .            .           
pl8        137          .            .           
pl9        75           .            .           
pl10       51           .            .           
pl11       93           .            .           
pl12       62           .            .           
pl13       122          .            .           
pl14       98           .            .           
pl15       127          .            .           
pl16       68           .            .           
pl17       64           .            .           
pl18       83           .            .           
pl19       110          .            .           
pl20       71           .            .           
pl21       122          .            .           
pl22       104          .            .           
pl23       89           .            .           
pl24       51           .            .           
pl25       137          .            .           
pl26       108          .            .           
pl27       69           .            .           
pl28       132          .            .           
pl29       66           .            .           
pl30       60           .            .           
B1         160          .            17          
B2         99           .            53          
B3         104          .            52          
B4         134          .            84          
B5         140          .            79          
B6         173          .            27          
B7         156          .            85          
B8         149          .            21          
B9         149          .            35          
B10        147          .            40          
B11        169          .            98          
B12        150          .            17          
B13        152          .            63          
B14        136          .            53          
B15        218          .            99          
B16        163          .            27          
B17        73           .            32          
B18        129          .            44          
B19        180          .            40          
B20        196          .            18          
B21        72           .            94          
B22        136          .            75          
B23        116          .            88          
B24        164          .            45          
B25        177          .            50          
B26        79           .            53          
B27        171          .            75          
B28        154          .            27          
B29        136          .            93          
B30        156          .            98          
B31        191          .            75          
B32        100          .            94          
B33        178          .            83          
B34        105          .            89          
B35        178          .            60          
B36        129          .            51          
B37        172          .            20          
B38        132          .            35          
B39        121          .            83          
B40        208          .            76          
B41        131          .            82          
B42        210          .            40          
B43        174          .            16          
B44        161          .            99          
B45        118          .            88           ;

